id_site;nom_site;type_site;typologie;lib_influence;id_polair;adresse;altitude;coord_x_l93;coord_y_l93;date_ouverture;date_dispo_mesures;date_fermeture;description_site;photo;nouv_typologie
1;Pays voironnais;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15001;Le bourg Terrain de boules 38850 CHARAVINES;491;896866;6484049;08/02/1996;08/02/1996;23/12/2013;Site rural de mesure des photoxydants au nord de l'agglomération grenobloise (environ 30km). Participe à la procédure d'alerte sur seuil pour O3 et NO2. Station située à côté du terrain de boule derrière la caserne des pompiers.;http://carto.air-rhonealpes.fr/photos/photo_1.jpg;Rural-Fond
2;Voiron;FIXE;urbaine;trafic                                                                                                                                                                                                                                                         ;15002;54 Boulevard Denfert-Rochereau  38500 VOIRON;278;903086;6476746;04/01/1995;04/01/1995;25/05/2010;Site ayant pour vocation initiale la surveillance de la pollution de fond de Voiron. En bordure d'une voirie fréquentée le site n'est pas idéal pour caractériser la pollution de fond de Voiron.;http://carto.air-rhonealpes.fr/photos/photo_2.jpg;Urbain-Trafic
3;Voreppe;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15003;Stade Bourg Vieux  38340 VOREPPE;192;907374;6468648;04/01/1985;04/01/1985;31/07/2003;Site de surveillance industrielle.  Les industries n'ont plus d'activité et ce site a été déplacé et requalifié en site périurbain en 2003.;http://carto.air-rhonealpes.fr/photos/photo_3.jpg;Périurbain-Fond
4;Centre nucléaire;FIXE;périurbaine;spécifique                                                                                                                                                                                                                                                     ;15004;Pylone CENG (Centre d'Etude Nucléaire de Grenoble)  38000 GRENOBLE;215;910591;6460462;09/11/1984;09/11/1984;05/03/1996;Site de mesure de radioactivité;http://carto.air-rhonealpes.fr/photos/photo_4.jpg;Périurbain-Spécifique
5;Fontaine;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15005;89 mail Marcel Cachin  38600 FONTAINE;210;911126;6458316;04/01/1985;04/01/1985;29/12/1999;Station ATMO du nord de l'agglomération. Participe à  l'alerte sur seuil pour O3 et NO2. Site arrêté fin 1999.;http://carto.air-rhonealpes.fr/photos/photo_5.jpg;Urbain-Fond
6;Grenoble Foch;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;15006;46 Boulevard Maréchal Foch  38000 GRENOBLE;214;913709;6457182;01/10/1984;01/10/1984;23/04/2007;Station multipolluants au 1er étage. Mesure du plomb (PPA 60) au bord de la chaussée (~1m). Site très exposé (trafic > à  65 000 véhicules/jour). Site de référence pour la mesure des polluants automobiles en milieu urbain.Site remplacé par Grenob;http://carto.air-rhonealpes.fr/photos/photo_6.jpg;Urbain-Trafic
7;Le Versoud;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15007;Aérodrome de Grenoble  Le Versoud   38420 DOMENE;216;923686;6461580;01/04/1990;01/04/1990;01/01/2008;Station de la vallée du Grésivaudan.Site à  vocation surveillance photooxydants (mesure d'ozone depuis 1998). Participe à  l'alerte sur seuil pour O3.;http://carto.air-rhonealpes.fr/photos/photo_7.jpg;Périurbain-Fond
8;Grenoble Villeneuve;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15008;90 galerie des Baladins  38100 GRENOBLE;219;914959;6455066;12/10/1984;12/10/1984;13/01/2002;Site ATMO du centre de l'agglomération. Participe à  l'alerte sur seuil pour O3 et NO2. Station située au 4ème étage.\nStation remplacée par Grenoble les Frênes en 2002 afin de répondre aux critères nationaux en terme d'échantillonnage.;http://carto.air-rhonealpes.fr/photos/photo_8.jpg;Urbain-Fond
9;Echirolles;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15009;8 rue Manouchian  38130 ECHIROLLES;232;913300;6452972;09/11/1984;09/11/1984;09/04/2014;Site pour la mesure de retombées industrielles ou assimilées (chauffage urbain).;http://carto.air-rhonealpes.fr/photos/photo_9.jpg;Urbain-Fond
10;Le Pont-de-Claix;FIXE;météo;industrielle                                                                                                                                                                                                                                                   ;15011;Stade avenue du Maquis de l'Oisans  38800 LE PONT-DE-CLAIX;237;912337;6450311;01/01/1980;01/01/1980;21/04/1996;Station industrielle + météorologique au départ uniquement météorologique désormais utilisée notamment pour le calcul des gradients thermiques. Fermeture de la station pollution le 21/04/1996.;http://carto.air-rhonealpes.fr/photos/photo_10.jpg;Périurbain-Industrielle
11;Sud grenoblois / Champagnier;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;15012;Terrain des écoles Chemin du Gal 38800 CHAMPAGNIER;363;914424;6449264;01/04/1990;01/04/1990;04/01/2011;"Site de mesures des retombées industrielles + station météorologique de référence. Station située sur un terrain des services technique municipaux à  coté de ""l' Espace des 4 vents"".";http://carto.air-rhonealpes.fr/photos/photo_11.jpg;Périurbain-Industrielle
12;Sud grenoblois / Champ sur Drac;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15013;École des Gonnardières 24 chemin des Gonnardières 38560 CHAMP-SUR-DRAC;267;914668;6445969;04/01/1985;04/01/1985;;Site périurbain de mesure d'ozone au sud de l'agglomération grenobloise. Premier site ozone ASCOPARG.  Participe à  la procédure d'alerte sur seuil pour O3 et NO2.\nMesure de mercure gazeux en 2006 (pas de code constituant dans la BDQA pour le mercure;http://carto.air-rhonealpes.fr/photos/photo_12.jpg;Périurbain-Fond
13;Vizille;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;15014;Services Techniques 55 rue Colonel Manhès 38220 VIZILLE;280;917988;6446060;04/08/1993;04/08/1993;17/03/2005;Site monopolluant de surveillance industrielle. Station située sur le terrain dans l'enceinte des Services Techniques Municipaux;http://carto.air-rhonealpes.fr/photos/photo_13.jpg;Périurbain-Industrielle
14;Livet et Gavet ZI;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;15015;La Salinière - VC n°5  Place Saint-Jean  38220 LIVET-ET-GAVET;491;927889;6447183;28/07/1993;28/07/1993;17/03/2005;Site installée dans la vallée très encaissée de la Romanche pour surveiller des installations industrielles. Les industries fermant progressivement cette station devra être requalifiée. Station située à  20 m au sud de l'école de la Salinière.;http://carto.air-rhonealpes.fr/photos/photo_14.jpg;Périurbain-Industrielle
15;Fontaine les Balmes;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15017;31 bis Avenue Lénine  38600 FONTAINE;209;910975;6458166;29/12/1999;29/12/1999;16/02/2018;Remplace l'ancienne station de Fontaine qui ne répondait pas aux critères nationaux d'échantillonnage.;http://carto.air-rhonealpes.fr/photos/photo_15.jpg;Urbain-Fond
16;Voiron Urbain;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15018;Rue de Maubec  38500 VOIRON;286;902699;6476726;25/11/2010;25/11/2010;;Remplace l'ancienne station de Voiron trop influencée trafic;http://carto.air-rhonealpes.fr/photos/photo_16.jpg;Urbain-Fond
17;Ecrins;FIXE;rurale nationale;fond                                                                                                                                                                                                                                                           ;15031;Le Serre du Cuc Le Casset  05220 LE-MONETIER-LES-BAINS;1755;973316;6439213;15/01/1997;15/01/1997;;Station MERA installée par le MATE. Récupération des données des capteurs automatiques par ASCOPARG depuis début 1997. Accèss: se garer au point 1551 en bas de la combe du torrent des Chenaudes. aller au point 1757.;http://carto.air-rhonealpes.fr/photos/photo_17.jpg;Rural-Fond
18;Saint-Martin d'Heres;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;15038;Parc Daniel Casanova Avenue Benoît Frachon 38400 SAINT-MARTIN-D'HERES;212;916201;6457520;25/08/1998;07/09/1998;;Site  ATMO couvrant l'est de l'agglomération. Participe à  l'alerte sur seuil pour O3 et NO2.;http://carto.air-rhonealpes.fr/photos/photo_18.jpg;Urbain-Fond
19;Grenoble Rocade Sud;FIXE+ETUDE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;15039;Face au  23 - Chemin du Tremblay  38130 ECHIROLLES;225;912411;6454651;05/10/1999;05/10/1999;;Site de proximite au trafic en bordure d'un echangeur de rocade (tres frequente);http://carto.air-rhonealpes.fr/photos/photo_19.jpg;Périurbain-Trafic
20;Grenoble les Frenes;FIXE+ETUDE;urbaine;fond                                                                                                                                                                                                                                                           ;15043;Ecole Maternelle Les Frênes 1 allée de la Pelouse 38100 GRENOBLE;219;914908;6455102;30/01/2001;30/01/2001;;Site urbain proche de Grenoble Villeneuve qu'il remplace ce dernier ne répondant pas à  tous les critères pour un échantillonnage satisfaisant.;http://carto.air-rhonealpes.fr/photos/photo_20.jpg;Urbain-Fond
21;Nord grenoblois / Cluse de Voreppe;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15044;62 Impasse Jean de la Fontaine  38340 VOREPPE;191;906829;6468178;31/08/2003;31/08/2003;11/01/2011;;http://carto.air-rhonealpes.fr/photos/photo_21.jpg;Périurbain-Fond
22;Sud grenoblois / Vif;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15045;Allée traversière  38450 VIF;302;910678;6443440;15/01/2008;15/01/2008;;;http://carto.air-rhonealpes.fr/photos/photo_22.jpg;Périurbain-Fond
23;Grenoble Grands Boulevards;FIXE+ETUDE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;15046;48-50 Boulevard Foch  38000 GRENOBLE;218;913650;6457175;01/12/2006;01/12/2006;;Site en bordure du boulevard Foch remplaçant l'ancien site de Grenoble Foch qui ne répondait pas aux critères de micro-implnatation d'un site trafic.;http://carto.air-rhonealpes.fr/photos/photo_23.jpg;Urbain-Trafic
24;Grenoble Polygone;FIXE;observation spécifique;spécifique                                                                                                                                                                                                                                                     ;15047;53 avenue des Martyrs  38000 GRENOBLE;215;911752;6459853;18/01/2007;18/01/2007;03/03/2010;Site de mesure de radioactivité;http://carto.air-rhonealpes.fr/photos/photo_24.jpg;Périurbain-Spécifique
25;Est grenoblois / Grésivaudan;FIXE;périurbaine;fond                                                                                                                                                                                                                                                           ;15048;Rue Léo Lagrange  38190 CROLLES;260;925946;6468637;09/01/2008;09/01/2008;;;http://carto.air-rhonealpes.fr/photos/photo_25.jpg;Périurbain-Fond
26;Chamrousse;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15100;Croix de Chamrousse Massif de Belledonne 38410 CHAMROUSSE;2253;928155;6451570;21/06/2004;22/06/2004;25/10/2004;Site de mesure dans le cadre d'une étude;http://carto.air-rhonealpes.fr/photos/photo_26.jpg;Rural-Fond
27;Echirolles Ecole J.Jaurès;FIXE;observation spécifique;spécifique                                                                                                                                                                                                                                                     ;15101;10 Rue René Thomas 38130 ECHIROLLES;220;912509;6454362;19/11/2008;19/11/2008;10/06/2009;Site temporaire dans le cadre de la cellule d'intervention. Influence d'une chaudière de menuiserie (combustion copeaux et sciures de bois);http://carto.air-rhonealpes.fr/photos/photo_27.jpg;Périurbain-Spécifique
28;Col de Porte;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15110;Centre d'étude de la neige  38700 SARCENAS;1325;916740;6469985;26/01/2005;26/01/2005;13/12/2005;Site de mesure dans le cadre d'une étude;http://carto.air-rhonealpes.fr/photos/photo_28.jpg;Rural-Fond
29;Chartreuse;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15111;Les Bandets  73670 SAINT-PIERRE-D'ENTREMONT;850;924203;6483639;07/06/2006;07/06/2006;18/12/2007;Surveillance estivale de l'ozone en milieu rural.;http://carto.air-rhonealpes.fr/photos/photo_29.jpg;Rural-Fond
30;Parc du Vercors;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15112;Le Golf  38250 CORRENCON-EN-VERCORS;0;898380;6439227;30/04/2009;30/04/2009;13/10/2009;;http://carto.air-rhonealpes.fr/photos/photo_30.jpg;Rural-Fond
31;Col d'Ornon;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15113;Col d'Ornon Foyer ski fond du Col d'Ornon 387400 CHANTELOUVE;1373;933778;6438651;18/03/2011;18/03/2011;27/10/2011;;http://carto.air-rhonealpes.fr/photos/photo_31.jpg;Rural-Fond
32;Trièves;FIXE;rurale régionale;fond                                                                                                                                                                                                                                                           ;15114;Mairie  38710 PREBOIS;764;913195;6413530;26/03/2012;26/03/2012;15/10/2012;Site de mesure de l'ozone estival;http://carto.air-rhonealpes.fr/photos/photo_32.jpg;Rural-Fond
33;Grenoble Foch Chaussée;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;15639;46 Boulevard Foch  38000 GRENOBLE;214;913689;6457199;17/11/2000;17/11/2000;24/05/2004;Site complémentaire à  celui de Foch (15006). Le capteur a été sorti du local et mis en cabine autonome afin d'améliorer les conditions de prélèvement des poussières.Arrêté en 2004 lors des travaux du tram.;http://carto.air-rhonealpes.fr/photos/photo_33.jpg;Urbain-Trafic
34;Lyon Rue Puits-Gaillot;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20001;Hôtel de Ville Place de la comédie 69001 LYON;166;842632;6520345;20/03/1984;01/01/1985;25/03/2006;RUE CANYON;http://carto.air-rhonealpes.fr/photos/photo_34.jpg;Urbain-Trafic
35;Lyon Avenue Berthelot;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20002;Musée de la  Résistance 16 Avenue Berthelot 69007 LYON;166;842746;6518030;28/06/1982;28/03/1985;31/03/2010;ORIENTATION  EST / OUEST;http://carto.air-rhonealpes.fr/photos/photo_35.jpg;Urbain-Trafic
36;Lyon Rue Garibaldi;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20003;D . E  .U 35 Rue Bossuet / Rue Garibaldi 69006 LYON;167;843807;6520418;17/01/1983;01/01/1985;03/01/2014;;http://carto.air-rhonealpes.fr/photos/photo_36.jpg;Urbain-Trafic
37;Lyon Saint-Just;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20004;Ecole Mathilde Siraud 5 Place Abbé Larue 69005 LYON;250;841495;6518939;01/10/1979;22/01/1985;05/01/2017;;http://carto.air-rhonealpes.fr/photos/photo_37.jpg;Urbain-Fond
38;Lyon Croix-Rousse;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20005;8 rue Dangon  69004 LYON;240;841408;6521491;01/10/1979;01/01/1985;03/04/2006;;http://carto.air-rhonealpes.fr/photos/photo_38.jpg;Urbain-Fond
39;Lyon Villette;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20006;25  rue A.Charrial  69004 LYON;170;844972;6519358;01/10/1979;01/01/1985;03/04/2002;;http://carto.air-rhonealpes.fr/photos/photo_39.jpg;Urbain-Fond
40;Lyon Duchère;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20007;Gr scolaire des Bleuets Rue M. Cerdan 69009 LYON;290;839448;6522359;01/10/1979;01/01/1985;05/04/2002;;http://carto.air-rhonealpes.fr/photos/photo_40.jpg;Urbain-Fond
41;Lyon Rue Marietton;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20008;Théâtre des jeunes Années 23 Rue de Bourgogne 69009 LYON;168;840142;6521324;28/07/1982;02/01/1985;07/08/2012;;http://carto.air-rhonealpes.fr/photos/photo_41.jpg;Urbain-Trafic
42;Lyon Montchat;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20009;Ecole maternelle 21 TER - Rue Docteur Rebatel 69003 LYON;177;845586;6518208;01/10/1979;01/01/1985;30/12/2011;;http://carto.air-rhonealpes.fr/photos/photo_42.jpg;Urbain-Fond
43;Lyon Mermoz;FIXE;urbaine;fond                                                                                                                                                                                                                                                           ;20010;209 avenue Général Frère  69008 LYON;172;846475;6515996;01/10/1979;01/01/1985;02/04/2002;;http://carto.air-rhonealpes.fr/photos/photo_43.jpg;Urbain-Fond
44;Lyon Rue de Brest;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20011;35 rue Paul Chenavard  69001 LYON;166;842459;6520079;28/06/1982;27/07/1993;08/04/2002;;http://carto.air-rhonealpes.fr/photos/photo_44.jpg;Urbain-Trafic
45;A7 Sud lyonnais;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20013;Face au 25 ter - Quai Pierre Sémard  (au bord de l'A7)  69350 LA MULATIERE;164;841411;6515040;09/02/1999;10/02/1999;;SITE PERIURBAIN AVEC INFLUENCE DE LA ROCADE EST;http://carto.air-rhonealpes.fr/photos/photo_45.jpg;Périurbain-Trafic
46;Lyon La Mouche ZI;FIXE;proximité industrielle;industrielle                                                                                                                                                                                                                                                   ;20015;Poste transformation EDF rue de Surville   69009 LYON;165;843404;6514960;01/01/1976;01/01/1985;05/10/2000;;http://carto.air-rhonealpes.fr/photos/photo_46.jpg;Périurbain-Industrielle
47;Lyon Boulevard des Etats-Unis;FIXE;proximité trafic;trafic                                                                                                                                                                                                                                                         ;20016;Crèche collective municipale Weill 37 Rue Audibert et Lavirotte 69008 LYON;172;844603;6517164;01/10/1979;08/01/1985;21/03/2007;;http://carto.air-rhonealpes.fr/photos/photo_47.jpg;Urbain-Trafic
